Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
232,Chandrakona,ASHES SARDAR,M,38,SC,SHS,4447,0,4447,250320,225151
232,Chandrakona,None of the Above,NOTA,2739,7,2746,250320,225151
232,Chandrakona,TANUSHRI DOLUI,F,29,SC,SUCI,1484,1,1485,250320,225151
233,Garbeta,ASHIS CHAKRABORTY (NANTI),M,54,GEN,AITC,110335,166,110501,207311,187735
233,Garbeta,SORFORAJ KHAN,M,38,GEN,CPM,49209,135,49344,207311,187735
233,Garbeta,PRADIP LODHA,M,55,GEN,BJP,22493,32,22525,207311,187735
233,Garbeta,None of the Above,NOTA,3364,3,3367,207311,187735
233,Garbeta,TAPAS MISHRA,M,48,GEN,SUCI,1998,0,1998,207311,187735
234,Salboni,SRIKANTA MAHATA,M,39,GEN,AITC,120216,269,120485,247363,223482
234,Salboni,SHYAM SUNDAR PANDEY,M,61,GEN,CPM,67283,300,67583,247363,223482
234,Salboni,DHIMAN KOLAY,M,49,GEN,BJP,23926,39,23965,247363,223482
234,Salboni,GOUTAM KOURI,M,38,GEN,SHS,4400,2,4402,247363,223482
234,Salboni,None of the Above,NOTA,2549,2,2551,247363,223482
234,Salboni,ANIMESH MAHATA,M,32,GEN,AJSUP,1810,0,1810,247363,223482
234,Salboni,SATISH SINGH,M,49,GEN,IND,1453,1,1454,247363,223482
234,Salboni,KALIPADA MAHATO,M,56,GEN,SUCI,1231,1,1232,247363,223482
235,Keshpur,SEULI SAHA,F,46,SC,AITC,146475,104,146579,232684,204641
235,Keshpur,RAMESWAR DOLOI,M,63,SC,CPM,45330,98,45428,232684,204641
235,Keshpur,DIPAK PATRA,M,41,SC,BJP,9064,9,9073,232684,204641
235,Keshpur,None of the Above,NOTA,3560,1,3561,232684,204641
236,Medinipur,MRIGENDRA NATH MAITI,M,73,GEN,AITC,106229,545,106774,251148,213083
236,Medinipur,SANTOSH RANA,M,68,GEN,CPI,73121,666,73787,251148,213083
236,Medinipur,TUSHAR MUKHERJEE,M,51,GEN,BJP,22488,79,22567,251148,213083
236,Medinipur,None of the Above,NOTA,4045,15,4060,251148,213083
236,Medinipur,SOVA DAS,F,52,GEN,AMB,2171,0,2171,251148,213083
236,Medinipur,SUSANTA SAHU,M,56,GEN,SUCI,2065,4,2069,251148,213083
236,Medinipur,SK. ALI UDDIN ALI,M,43,GEN,AJSUP,1655,0,1655,251148,213083
237,Binpur,KHAGENDRANATH HEMBRAM,M,68,ST,AITC,95483,321,95804,206031,173955
237,Binpur,DIBAKAR HANSDA,M,57,ST,CPM,46294,187,46481,206031,173955
237,Binpur,MURARI MOHAN BASKE,M,67,ST,BJP,15449,18,15467,206031,173955
237,Binpur,BIRBAHA HANSDA,F,33,ST,JKP(N),7086,8,7094,206031,173955
237,Binpur,None of the Above,NOTA,5157,1,5158,206031,173955
237,Binpur,SUBODH SAREN,M,35,ST,AJSUP,2247,3,2250,206031,173955
237,Binpur,RAJIB MUDI,M,30,ST,SUCI,1700,1,1701,206031,173955
238,Bandwan,RAJIB LOCHAN SAREN,M,42,ST,AITC,103842,481,104323,256043,218036
238,Bandwan,BESRA SUSANTA,M,35,ST,CPM,83653,363,84016,256043,218036
238,Bandwan,LABSEN BASKEY,M,44,ST,BJP,14351,20,14371,256043,218036
238,Bandwan,KAMALAKANTA BASKEY,M,57,ST,JMM,5200,1,5201,256043,218036
238,Bandwan,None of the Above,NOTA,3899,7,3906,256043,218036
238,Bandwan,BHARAT SINGH,M,63,ST,IND,1747,2,1749,256043,218036
238,Bandwan,MANOHAR TUDU,M,27,ST,AMB,1092,0,1092,256043,218036
238,Bandwan,JALIM CHANDRA SAREN,M,48,ST,AJSUP,968,2,970,256043,218036
238,Bandwan,PRAKASH MANDI,M,25,ST,IND,854,0,854,256043,218036
238,Bandwan,SUKUMAR TUDU,M,63,ST,SUCI,784,1,785,256043,218036
238,Bandwan,SADHURAM SAREN,M,44,ST,AKBJHP,768,1,769,256043,218036
239,Balarampur,SHANTIRAM MAHATO,M,63,GEN,AITC,81783,303,82086,209191,174594
239,Balarampur,JAGADISH MAHATO,M,56,GEN,INC,71578,304,71882,209191,174594
239,Balarampur,SUBHAS DAS,M,38,GEN,BJP,8921,19,8940,209191,174594
239,Balarampur,None of the Above,NOTA,2873,5,2878,209191,174594
239,Balarampur,BIMAL KANTA MAHANTY,M,76,GEN,IND,2869,1,2870,209191,174594
239,Balarampur,BHARATI MUDI,F,41,GEN,BSP,1860,0,1860,209191,174594
239,Balarampur,ANIL CHANDRA MANDI,M,31,ST,JDP,1448,1,1449,209191,174594
239,Balarampur,MONBODH MAHATO,M,37,GEN,IND,930,0,930,209191,174594
239,Balarampur,LAL MOHAN MAHATO,M,55,GEN,AJSUP,894,0,894,209191,174594
239,Balarampur,DIPAK KUMAR,M,34,GEN,SUCI,805,0,805,209191,174594
240,Baghmundi,NEPAL MAHATA,M,54,GEN,INC,88328,379,88707,223462,188103
240,Baghmundi,SAMIR MAHATO,M,32,GEN,AITC,79827,293,80120,223462,188103
240,Baghmundi,JYOTIRMAY SINGH MAHATO,M,29,GEN,BJP,11197,22,11219,223462,188103
240,Baghmundi,PASHUPATI MAHATO,M,61,GEN,AMB,2046,1,2047,223462,188103
240,Baghmundi,None of the Above,NOTA,2028,1,2029,223462,188103
240,Baghmundi,SUBAL PRASAD,M,40,GEN,AJSUP,1863,0,1863,223462,188103
240,Baghmundi,RABINDRA NATH SIN MURA,M,46,GEN,IND,1101,1,1102,223462,188103
240,Baghmundi,MRITYUNJOY SINGH BABU,M,52,ST,SUCI,1016,0,1016,223462,188103
241,Joypur,SHAKTIPADA MAHATO,M,79,GEN,AITC,84854,172,85026,218701,179352
241,Joypur,DHIRENDRA NATH MAHATO,M,60,GEN,AIFB,75981,282,76263,218701,179352
241,Joypur,SHRIPATI MAHATO,M,56,GEN,BJP,8201,10,8211,218701,179352
241,Joypur,None of the Above,NOTA,2833,5,2838,218701,179352
241,Joypur,PITAMBAR TUDU,M,41,ST,AMB,1752,2,1754,218701,179352
241,Joypur,SUBHAS CHANDRA MAHATO,M,42,GEN,AJSUP,1576,0,1576,218701,179352
241,Joypur,BHAJAHARI KUMAR,M,60,GEN,SUCI,1510,5,1515,218701,179352
241,Joypur,PADMALOCHAN KUMAR,M,42,GEN,IND,1356,0,1356,218701,179352
241,Joypur,SANTI RAM MANDI,M,43,ST,JMM,812,1,813,218701,179352
242,Purulia,SUDIP KUMAR MUKHERJEE,M,46,GEN,INC,80714,651,81365,227703,182528
242,Purulia,DIBYAJYOTI PRASAD SINGH DEO,M,36,GEN,AITC,76144,310,76454,227703,182528
242,Purulia,NAGENDRA KUMAR OJHA,M,34,GEN,BJP,12741,16,12757,227703,182528
242,Purulia,None of the Above,NOTA,2966,8,2974,227703,182528
242,Purulia,SWAPAN KUMAR MAHATO,M,38,GEN,IND,2160,2,2162,227703,182528
242,Purulia,THURU MAHATO,M,53,GEN,BSP,1510,1,1511,227703,182528
242,Purulia,DHIREN RAJAK,M,58,SC,IND,1199,0,1199,227703,182528
242,Purulia,UPENDRA NATH MAHATO,M,68,GEN,MPOI,1004,0,1004,227703,182528
242,Purulia,DHIRENDRA NATH RAJAK,M,45,SC,AJSUP,696,0,696,227703,182528
242,Purulia,BINAY MAHATO,M,51,GEN,IND,651,0,651,227703,182528
242,Purulia,SUBRATA MUKHERJEE,M,58,GEN,SUCI,640,2,642,227703,182528
242,Purulia,ALOK PANCHARIA,M,32,GEN,IND,625,0,625,227703,182528
242,Purulia,ANITA MAHATO,F,51,GEN,IND,488,0,488,227703,182528
243,Manbazar,SANDHYA RANI TUDU,F,45,ST,AITC,93261,381,93642,228645,192186
243,Manbazar,IPIL MURMU,F,28,ST,CPM,83456,511,83967,228645,192186
243,Manbazar,GOURI SINGH SARDAR,F,43,ST,BJP,8866,16,8882,228645,192186
243,Manbazar,None of the Above,NOTA,2528,4,2532,228645,192186
243,Manbazar,BIVISAN SING SARDAR,M,43,ST,AJSUP,1806,1,1807,228645,192186
243,Manbazar,SUNITI MUDI,F,33,ST,SUCI,1356,0,1356,228645,192186
244,Kashipur,SWAPAN KUMAR BELTHARIA,M,53,GEN,AITC,87178,305,87483,216953,179595
244,Kashipur,SUDIN KISKU,M,45,ST,CPM,67499,406,67905,216953,179595
244,Kashipur,KAMALAKANTA HANSDA,M,41,ST,BJP,11471,14,11485,216953,179595
244,Kashipur,DIPENDU MAHATO (DIPU),M,42,GEN,JMM,3067,2,3069,216953,179595
244,Kashipur,DIPAK MAHATO,M,42,GEN,SUCI,2946,2,2948,216953,179595
244,Kashipur,None of the Above,NOTA,2718,9,2727,216953,179595
244,Kashipur,BAIDYANATH HASDA,M,41,ST,JDP,2248,1,2249,216953,179595
244,Kashipur,BAURI RAJESH,M,39,SC,BSP,1728,1,1729,216953,179595
245,Para,UMAPADA BAURI,M,33,SC,AITC,84202,135,84337,216322,177203
245,Para,DINANATH BAURI,M,41,SC,CPM,70285,174,70459,216322,177203
245,Para,NADIAR CHAND BOURI,M,39,SC,BJP,11089,3,11092,216322,177203
245,Para,None of the Above,NOTA,3674,2,3676,216322,177203
245,Para,GOBORDHAN BAGDI,M,66,SC,JMM,2334,0,2334,216322,177203
245,Para,MIHIR KUMAR SAHIS,M,64,SC,SUCI,2210,1,2211,216322,177203
245,Para,ANANTA RAJAK,M,32,SC,IND,1532,0,1532,216322,177203
245,Para,PABITRA BAURI,M,32,SC,BSP,897,0,897,216322,177203
245,Para,UTTAM DAS,M,29,SC,AJSUP,665,0,665,216322,177203
246,Raghunathpur,PURNA CHANDRA BAURI,M,40,SC,AITC,83521,167,83688,234336,192884
246,Raghunathpur,SATYANARAYAN BAURI,M,66,SC,CPM,67256,290,67546,234336,192884
246,Raghunathpur,SUBHAS CHANDRA MONDAL,M,55,SC,BJP,24891,21,24912,234336,192884
246,Raghunathpur,None of the Above,NOTA,5141,11,5152,234336,192884
246,Raghunathpur,KISHTA BAURI,M,63,SC,SUCI,4660,4,4664,234336,192884
246,Raghunathpur,GOBORDHAN BAGDI,M,66,SC,JMM,3735,0,3735,234336,192884
246,Raghunathpur,MAHADEB BAURI,M,35,SC,BSP,3185,2,3187,234336,192884
247,Saltora,SWAPAN BOURI,M,52,SC,AITC,84631,348,84979,212955,183938
247,Saltora,SASTHI CHARAN BOURI,M,36,SC,CPM,72075,381,72456,212955,183938
247,Saltora,SNEHASIS MONDAL,M,39,SC,BJP,14963,28,14991,212955,183938
247,Saltora,None of the Above,NOTA,4788,13,4801,212955,183938
247,Saltora,DIPAK KUMAR BHUIYA,M,33,SC,BMUP,2258,2,2260,212955,183938
247,Saltora,DIPEN BAURI,M,44,SC,SUCI,2233,4,2237,212955,183938
247,Saltora,MAHANANDA MAJI,M,27,SC,IND,2213,1,2214,212955,183938
248,Chhatna,DHIRENDRA NATH LAYEK,M,63,GEN,RSP,73165,483,73648,221236,179069
248,Chhatna,SUBHASIS BATABYAL,M,59,GEN,AITC,71006,225,71231,221236,179069
248,Chhatna,SWAPAN MUKHERJEE,M,45,GEN,BJP,13259,28,13287,221236,179069
248,Chhatna,None of the Above,NOTA,7703,6,7709,221236,179069
248,Chhatna,BANKIM MISHRA,M,48,GEN,IND,3334,5,3339,221236,179069
248,Chhatna,SADANANDA MANDAL,M,48,SC,SUCI,3140,5,3145,221236,179069
248,Chhatna,MANIK BOURI,M,53,SC,BSP,1660,1,1661,221236,179069
248,Chhatna,SATYABAN BAURI,M,43,SC,JMM,1585,0,1585,221236,179069
248,Chhatna,UTTAM KUNDU,M,39,GEN,BMUP,1472,4,1476,221236,179069
248,Chhatna,RAMNIBAS BASKEY,M,28,ST,CPI(ML)(L),1152,1,1153,221236,179069
248,Chhatna,PANMANI BESRA,F,47,ST,JDP,834,1,835,221236,179069
249,Ranibandh,JYOTSNA MANDI,F,31,ST,AITC,91934,247,92181,231387,194129
249,Ranibandh,DEBLINA HEMBRAM,F,46,ST,CPM,68503,365,68868,231387,194129
249,Ranibandh,KSHUDIRAM TUDU,M,44,ST,BJP,18680,40,18720,231387,194129
249,Ranibandh,None of the Above,NOTA,4661,8,4669,231387,194129
249,Ranibandh,GOUTAM KUMAR MUDI,M,46,ST,SUCI,2831,7,2838,231387,194129
249,Ranibandh,SUDHIR KUMAR MURMU,M,47,ST,CPI(ML)(L),2582,0,2582,231387,194129
249,Ranibandh,JAGANNATH TUDU,M,50,ST,JHAP,2508,5,2513,231387,194129
249,Ranibandh,BISWANATH TUDU,M,37,ST,JDP,1757,1,1758,231387,194129
250,Raipur,BIRENDRA NATH TUDU,M,55,ST,AITC,89582,259,89841,204514,177322
250,Raipur,DILIP KUMAR HANSDA,M,47,ST,CPM,62761,358,63119,204514,177322
250,Raipur,SHUDHANSHU HANSDA,M,33,ST,BJP,14289,43,14332,204514,177322
250,Raipur,None of the Above,NOTA,3203,12,3215,204514,177322
250,Raipur,CHUNARAM SAREN,M,76,ST,JMM,2767,2,2769,204514,177322
250,Raipur,DULAL SAREN,M,42,ST,IND,1740,0,1740,204514,177322
250,Raipur,KANDAN MANDI,M,51,ST,CPIM,1551,1,1552,204514,177322
250,Raipur,KALIPADA HEMBRAM,M,47,ST,BMUP,753,1,754,204514,177322
251,Taldangra,SAMIR CHAKRABORTY,M,56,GEN,AITC,86996,240,87236,211526,183441
251,Taldangra,AMIYA PATRA,M,64,GEN,CPM,73202,365,73567,211526,183441
251,Taldangra,MAHADEB KHAN,M,56,GEN,BJP,11695,46,11741,211526,183441
251,Taldangra,None of the Above,NOTA,3244,5,3249,211526,183441
251,Taldangra,TAPAS KUMAR RAY,M,37,SC,JMM,2410,0,2410,211526,183441
251,Taldangra,SANJAY BAURI,M,28,SC,BMUP,1668,0,1668,211526,183441
251,Taldangra,RADHAKANTA BANERJEE,M,45,GEN,JHAP,1341,1,1342,211526,183441
251,Taldangra,PANDAB SAREN,M,45,ST,IND,1131,0,1131,211526,183441
251,Taldangra,SISIR BARAN GHOSH,M,46,GEN,SUCI,1097,0,1097,211526,183441
252,Bankura,DARIPA SHAMPA,F,53,GEN,INC,82592,894,83486,244482,196657
252,Bankura,MINATI MISRA,F,69,GEN,AITC,82051,406,82457,244482,196657
252,Bankura,SUBHAS KUMAR SARKAR,M,62,GEN,BJP,20495,76,20571,244482,196657
252,Bankura,None of the Above,NOTA,4595,12,4607,244482,196657
252,Bankura,SWAPAN NAG,M,66,GEN,SUCI,2134,4,2138,244482,196657
252,Bankura,LAL MOHAN MALLA,M,54,SC,BSP,1998,1,1999,244482,196657
252,Bankura,RABINDRA HANSDA,M,25,ST,BMUP,1398,1,1399,244482,196657
253,Barjora,SUJIT CHAKRABORTY,M,48,GEN,CPM,86341,532,86873,231414,200084
253,Barjora,SOHAM CHAKRABORTY,M,32,GEN,AITC,85919,338,86257,231414,200084
253,Barjora,AGASTHI SUJIT,M,45,GEN,BJP,15961,30,15991,231414,200084
253,Barjora,None of the Above,NOTA,4224,11,4235,231414,200084
253,Barjora,SUDARSHAN ADHIKARI,M,47,GEN,SUCI,2351,1,2352,231414,200084
253,Barjora,RAGHUNATH ROY,M,53,SC,IND,2326,0,2326,231414,200084
253,Barjora,INDRANI SARDAR,F,30,GEN,BMUP,2049,1,2050,231414,200084
254,Onda,ARUP KUMAR KHAN,M,60,GEN,AITC,80373,230,80603,228577,198018
254,Onda,MANIK MUKHERJEE,M,59,GEN,AIFB,69390,365,69755,228577,198018
254,Onda,AMARNATH SHAKHA,M,52,GEN,BJP,27368,49,27417,228577,198018
254,Onda,ASHOKE CHATTOPADHYAY,M,60,GEN,IND,6149,9,6158,228577,198018
254,Onda,SADHAN CHATTARAJ,M,30,GEN,BSP,5015,0,5015,228577,198018
254,Onda,None of the Above,NOTA,4475,14,4489,228577,198018
254,Onda,SABIRUDDIN BHUINA,M,33,GEN,SUCI,3036,6,3042,228577,198018
254,Onda,BAIDYANATH CHINA,M,56,GEN,CPI(ML)(L),1538,1,1539,228577,198018
255,Bishnupur,TUSHAR KANTI BHATTACHARYA,M,76,GEN,INC,76200,441,76641,195374,173305
255,Bishnupur,SHYAMAPRASAD MUKHERJEE,M,63,GEN,AITC,75470,280,75750,195374,173305
255,Bishnupur,NANDA DULAL BANERJEE,M,69,GEN,BJP,11234,20,11254,195374,173305
255,Bishnupur,None of the Above,NOTA,3315,21,3336,195374,173305
255,Bishnupur,SHIBAPADA GIRI,M,63,GEN,CPIM,2433,0,2433,195374,173305
255,Bishnupur,SHASHI BHUSAN BANERJEE,M,53,GEN,SUCI,2253,1,2254,195374,173305
255,Bishnupur,SUNIL BESRA,M,29,ST,BMUP,1636,1,1637,195374,173305
256,Kotulpur,SHYAMAL SANTRA,M,36,SC,AITC,98486,415,98901,222492,201712
256,Kotulpur,AKSHAY SANTRA,M,32,SC,INC,77058,595,77653,222492,201712
256,Kotulpur,TARUN KUMAR KOTAL,M,46,SC,BJP,19194,61,19255,222492,201712
256,Kotulpur,None of the Above,NOTA,3457,13,3470,222492,201712
256,Kotulpur,TAPAS KSHETRAPAL,M,34,SC,BMUP,2433,0,2433,222492,201712
257,Indas,GURUPADA METE,M,47,SC,AITC,94651,289,94940,219065,197205
257,Indas,DILIP KUMAR MALIK,M,54,SC,CPM,75793,310,76103,219065,197205
257,Indas,NIRMAL KUMAR DHARA,M,33,SC,BJP,16195,51,16246,219065,197205
257,Indas,BASUDEB DIGER,M,52,SC,IND,3830,7,3837,219065,197205
257,Indas,None of the Above,NOTA,3654,16,3670,219065,197205
257,Indas,BHAIRAB LOHAR,M,31,SC,BSP,2408,1,2409,219065,197205
258,Sonamukhi,AJIT RAY,M,42,SC,CPM,85644,481,86125,210167,187035
258,Sonamukhi,DIPALI SAHA,F,46,SC,AITC,77180,226,77406,210167,187035
258,Sonamukhi,DEBJANI ROY,F,35,SC,BJP,15075,43,15118,210167,187035
258,Sonamukhi,None of the Above,NOTA,4800,11,4811,210167,187035
258,Sonamukhi,JAYANTA LOHAR,M,29,SC,BSP,3575,0,3575,210167,187035
259,Khandaghosh,NABIN CHANDRA BAG,M,40,SC,AITC,89953,198,90151,220473,196477
259,Khandaghosh,ASIMA ROY,F,30,SC,CPM,86652,297,86949,220473,196477
259,Khandaghosh,ASHOKE SANTRA,M,49,SC,BJP,13950,23,13973,220473,196477
259,Khandaghosh,PROTUL BISWAS,M,40,SC,BSP,2779,1,2780,220473,196477
259,Khandaghosh,None of the Above,NOTA,2618,6,2624,220473,196477
260,Bardhaman Dakshin,RABIRANJAN CHATTOPADHYAY,M,75,GEN,AITC,91317,565,91882,241146,194096
260,Bardhaman Dakshin,AINUL HAQUE,M,57,GEN,CPM,61144,1300,62444,241146,194096
260,Bardhaman Dakshin,SAMIR KUMAR ROY,M,63,GEN,IND,17063,142,17205,241146,194096
260,Bardhaman Dakshin,PRABAL ROY,M,50,GEN,BJP,16135,57,16192,241146,194096
260,Bardhaman Dakshin,None of the Above,NOTA,3380,14,3394,241146,194096
260,Bardhaman Dakshin,MD. HARUN,M,46,GEN,BSP,1615,1,1616,241146,194096
260,Bardhaman Dakshin,PARIKSHIT GORAIN,M,42,GEN,SUCI,1361,2,1363,241146,194096
261,Raina,NEPAL GHORUI,M,38,SC,AITC,94103,220,94323,235247,206093
261,Raina,KHAN BASUDEB,M,62,SC,CPM,93423,452,93875,235247,206093
261,Raina,KASHINATH PATRA,M,56,SC,BJP,14561,28,14589,235247,206093
261,Raina,None of the Above,NOTA,3296,10,3306,235247,206093
262,Jamalpur,SAMAR HAZRA,M,54,SC,CPM,85291,200,85491,216698,191986
262,Jamalpur,UJJAL PRAMANICK,M,55,SC,AITC,83927,141,84068,216698,191986
262,Jamalpur,PALLAB KUMAR ROY,M,43,SC,BJP,15082,12,15094,216698,191986
262,Jamalpur,None of the Above,NOTA,2612,4,2616,216698,191986
262,Jamalpur,BANKIM SANTRA,M,59,SC,BSP,1901,1,1902,216698,191986
262,Jamalpur,KISHORE KUMAR BISWAS,M,38,SC,JDP,1424,0,1424,216698,191986
262,Jamalpur,SANAT BHANGI,M,33,SC,IND,1391,0,1391,216698,191986
263,Monteswar,SAJAL PANJA,M,54,GEN,AITC,83932,202,84134,219094,190730
263,Monteswar,CHAUDHURI MD. HEDAYATULLAH,M,68,GEN,CPM,83144,284,83428,219094,190730
263,Monteswar,BISWAJIT PODDAR,M,41,GEN,BJP,15441,11,15452,219094,190730
263,Monteswar,KHOKAN DAS,M,52,SC,BSP,2644,0,2644,219094,190730
263,Monteswar,None of the Above,NOTA,2442,3,2445,219094,190730
263,Monteswar,JAGABANDHU MALIK,M,55,SC,MPOI,1437,0,1437,219094,190730
263,Monteswar,PREMCHAND SOREN,M,35,ST,JDP,1189,1,1190,219094,190730
264,Kalna,KUNDU BISWAJIT,M,42,SC,AITC,97150,280,97430,220044,193629
264,Kalna,SUKUL CHANDRA SIKDAR,M,59,SC,CPM,71646,523,72169,220044,193629
264,Kalna,NEWTON MAJUMDAR,M,36,SC,BJP,17548,29,17577,220044,193629
264,Kalna,None of the Above,NOTA,2856,9,2865,220044,193629
264,Kalna,RADHESYAM MANDAL,M,68,SC,BSP,1976,0,1976,220044,193629
264,Kalna,PEJUSH KUMAR SAHANA,M,48,SC,CPI(ML)(L),1612,0,1612,220044,193629
265,Memari,BEGUM NARGIS,F,51,GEN,AITC,94203,203,94406,233266,203674
265,Memari,DEBASHIS GHOSH,M,52,GEN,CPM,85217,306,85523,233266,203674
265,Memari,BHISMADEB BHATTACHARYA,M,62,GEN,BJP,15211,20,15231,233266,203674
265,Memari,SRABANTI MAJUMDER,F,32,SC,IND,2344,0,2344,233266,203674
265,Memari,DINESH SIKDAR,M,49,SC,BSP,2325,0,2325,233266,203674
265,Memari,None of the Above,NOTA,2284,3,2287,233266,203674
265,Memari,BUDO MURMU,M,25,ST,JDP,1557,1,1558,233266,203674
266,Bardhaman Uttar,NISITH KUMAR MALIK,M,47,SC,AITC,102515,371,102886,245749,216933
266,Bardhaman Uttar,APARNA SAHA,F,48,SC,CPM,90708,673,91381,245749,216933
266,Bardhaman Uttar,PRASANTA SAHA,M,39,SC,BJP,15242,33,15275,245749,216933
266,Bardhaman Uttar,None of the Above,NOTA,3391,10,3401,245749,216933
266,Bardhaman Uttar,TARUN KANTI MAJHI,M,60,SC,CPI(ML)(L),2275,0,2275,245749,216933
266,Bardhaman Uttar,MAHADEV MALIK,M,25,SC,BSP,1715,0,1715,245749,216933
267,Bhatar,SUBHASH MONDAL,M,48,GEN,AITC,92234,310,92544,226528,197480
267,Bhatar,BAMACHARAN BANERJEE,M,63,GEN,CPM,85842,422,86264,226528,197480
267,Bhatar,ANJAN MUKHERJEE,M,62,GEN,BJP,12931,19,12950,226528,197480
267,Bhatar,DHANANJAY GHOSHAL,M,56,GEN,BSP,2176,0,2176,226528,197480
267,Bhatar,None of the Above,NOTA,2105,3,2108,226528,197480
267,Bhatar,SANTOSH NANDI,M,28,GEN,IND,1437,1,1438,226528,197480
268,Purbasthali Dakshin,SWAPAN DEBNATH,M,64,GEN,AITC,104079,319,104398,224266,197543
268,Purbasthali Dakshin,ABHIJIT BHATTACHARYYA,M,34,GEN,INC,66467,265,66732,224266,197543
268,Purbasthali Dakshin,RAJIB KUMAR BHOWMICK,M,41,GEN,BJP,18996,7,19003,224266,197543
268,Purbasthali Dakshin,None of the Above,NOTA,1913,3,1916,224266,197543
268,Purbasthali Dakshin,NASIMUL GANI SAYED,M,52,GEN,PDS,1555,0,1555,224266,197543
268,Purbasthali Dakshin,JIYADUL SEIKH,M,39,GEN,CPI(ML)(L),1318,0,1318,224266,197543
268,Purbasthali Dakshin,MANORANJAN BOLL,M,56,SC,BSP,1222,1,1223,224266,197543
268,Purbasthali Dakshin,RAM HANSDA,M,58,ST,IND,796,0,796,224266,197543
268,Purbasthali Dakshin,ABUL KALAM SEIKH,M,44,GEN,IND,602,0,602,224266,197543
269,Purbasthali Uttar,PRADIP KUMAR SAHA,M,52,GEN,CPM,84205,344,84549,225513,194920
269,Purbasthali Uttar,TAPAN CHATTERJEE,M,61,GEN,AITC,81466,255,81721,225513,194920
269,Purbasthali Uttar,SWAPAN BHATTACHARYA,M,66,GEN,BJP,22401,9,22410,225513,194920
269,Purbasthali Uttar,JYOTSNA GOLDAR,F,41,SC,BSP,2193,0,2193,225513,194920
269,Purbasthali Uttar,None of the Above,NOTA,1531,3,1534,225513,194920
269,Purbasthali Uttar,ANSARUL AMAN MONDAL (BABU),M,46,GEN,CPI(ML)(L),1515,1,1516,225513,194920
269,Purbasthali Uttar,BINOD BIHARI DEBNATH,M,80,GEN,SP(I),997,0,997,225513,194920
270,Katwa,RABINDRANATH CHATTERJEE,M,66,GEN,AITC,90940,549,91489,243224,204191
270,Katwa,SHYAMA MAJUMDAR,F,64,GEN,INC,89922,656,90578,243224,204191
270,Katwa,ANIL DUTTA,M,50,GEN,BJP,14917,22,14939,243224,204191
270,Katwa,None of the Above,NOTA,2076,5,2081,243224,204191
270,Katwa,KRISHNADAS SAHA,M,68,GEN,PDS,1799,1,1800,243224,204191
270,Katwa,APURBA CHAKRABORTY,M,55,GEN,SUCI,1688,2,1690,243224,204191
270,Katwa,SRIDAM GOLDAR,M,65,SC,BSP,1614,0,1614,243224,204191
271,Ketugram,SEKH SAHONAWEZ,M,57,GEN,AITC,89153,288,89441,232312,193599
271,Ketugram,ABUL KADAR SYED,M,46,GEN,CPM,80470,242,80712,232312,193599
271,Ketugram,BANKUBIHARI GHOSH,M,37,GEN,BJP,16623,18,16641,232312,193599
271,Ketugram,None of the Above,NOTA,4405,9,4414,232312,193599
271,Ketugram,M. H. MUNSI (KACHI MUNSI),M,59,GEN,SUCI,2391,0,2391,232312,193599
272,Mangalkot,CHOWDHURY SIDDIQULLAH,M,67,GEN,AITC,89501,311,89812,228313,195786
272,Mangalkot,CHOUDHURY SAHAJAHAN,M,57,GEN,CPM,77659,279,77938,228313,195786
272,Mangalkot,GOPAL CHATTOPADHYAY,M,39,GEN,BJP,20755,25,20780,228313,195786
272,Mangalkot,RAMKRISHNA MALIK,M,29,SC,BSP,3314,1,3315,228313,195786
272,Mangalkot,None of the Above,NOTA,2204,6,2210,228313,195786
272,Mangalkot,RASIK SAREN,M,54,ST,SUCI,1731,0,1731,228313,195786
273,Ausgram,ABHEDANANDA THANDER,M,53,SC,AITC,90311,139,90450,224976,196899
273,Ausgram,BASUDEV METE,M,46,SC,CPM,83852,346,84198,224976,196899
273,Ausgram,SANATAN MAJI,M,47,SC,BJP,14673,13,14686,224976,196899
273,Ausgram,None of the Above,NOTA,3816,1,3817,224976,196899
273,Ausgram,KALPANA ANKURE,F,45,SC,IND,2262,1,2263,224976,196899
273,Ausgram,MANASA METE,M,49,SC,SUCI,1485,0,1485,224976,196899
274,Galsi,ALOK KUMAR MAJHI,M,33,SC,AITC,95096,107,95203,236847,204997
274,Galsi,NANDALAL PONDIT,M,64,SC,AIFB,84229,203,84432,236847,204997
274,Galsi,SUNDAR PASWAN,M,53,SC,BJP,21418,17,21435,236847,204997
274,Galsi,None of the Above,NOTA,3918,9,3927,236847,204997
275,Pandabeswar,KUMAR JITENDRA TEWARI,M,42,GEN,AITC,68519,81,68600,190960,152325
275,Pandabeswar,GOURANGA CHATTERJEE,M,56,GEN,CPM,63048,82,63130,190960,152325
275,Pandabeswar,JITEN CHATTERJEE,M,36,GEN,BJP,13593,11,13604,190960,152325
275,Pandabeswar,None of the Above,NOTA,2652,1,2653,190960,152325
275,Pandabeswar,ASIM KUMAR BHATTACHARJEE,M,60,GEN,SUCI,1580,0,1580,190960,152325
